09:47:09	20
10:00:03	125
10:00:10	67
10:00:27	67
10:00:36	67
10:00:38	67
10:00:44	67
10:00:46	67
10:01:44	67
10:10:42	67
10:10:43	67
10:10:48	67
10:10:57	67
10:10:59	67
10:11:10	67
10:11:12	67
10:11:16	67
10:11:17	67
10:11:18	67
10:11:19	67
10:11:20	67
10:13:21	67
10:21:43	67
10:21:50	67
10:24:48	67
10:27:52	125
10:27:58	67
10:32:49	125
10:32:49	93
10:33:49	67
10:34:15	67
10:34:27	67
10:35:54	125
10:37:10	67
10:37:26	67
10:37:28	67
10:37:34	67
10:37:58	67
10:38:00	67
10:40:43	125
10:40:59	125
11:02:20	125
11:12:30	9
11:12:31	9
11:12:34	9
