08:58:49	20
08:58:51	125
09:01:49	125
09:03:45	67
09:04:09	67
09:04:13	67
09:04:23	67
09:04:26	67
09:04:42	67
09:04:44	67
09:07:14	67
09:40:46	125
09:40:50	67
09:40:52	67
09:40:56	67
09:40:59	67
09:41:06	67
09:41:11	67
09:41:36	67
09:41:38	67
09:41:43	67
09:41:46	67
09:41:55	67
09:41:56	67
09:42:01	67
09:42:05	67
09:42:20	67
09:42:25	67
09:42:26	67
09:42:28	67
09:42:32	67
09:42:35	67
09:42:38	67
09:42:52	67
09:42:55	67
09:42:56	67
09:43:02	67
09:43:07	67
09:43:11	67
09:43:24	125
09:43:26	67
09:43:27	67
09:43:47	67
09:43:51	67
09:43:57	67
09:44:00	67
09:44:01	67
09:44:02	67
09:44:14	67
09:44:15	67
09:44:31	67
09:44:45	67
09:45:02	67
09:45:10	67
09:45:12	67
09:45:14	67
09:45:21	67
09:45:22	67
09:45:23	67
09:45:33	67
09:45:34	67
09:45:37	67
09:45:38	67
09:45:40	67
09:45:43	67
09:45:57	67
09:45:58	67
09:46:00	67
09:46:01	67
09:46:04	67
09:46:06	67
09:46:07	67
09:46:10	67
09:46:11	67
09:46:12	67
09:46:14	67
09:46:15	67
09:46:18	67
09:46:19	67
09:46:20	67
09:46:21	67
09:46:26	67
09:46:27	67
09:46:28	67
09:46:29	67
09:46:30	67
09:46:35	67
09:46:36	67
09:46:37	67
09:46:39	67
09:46:51	67
09:46:53	67
09:46:57	67
09:47:00	67
09:47:19	67
09:47:31	67
09:47:33	67
09:47:34	67
09:47:36	67
09:47:39	67
09:47:42	67
09:47:43	67
09:47:45	67
09:47:46	67
09:47:47	67
09:47:48	67
09:47:54	67
09:47:55	67
09:47:57	67
09:48:04	67
09:48:05	67
09:48:06	67
09:48:07	67
09:48:13	67
09:48:14	67
09:48:17	67
09:48:19	67
09:48:21	67
09:48:23	67
09:48:25	67
09:48:28	67
09:48:30	67
09:48:31	67
09:48:33	67
09:48:38	67
09:48:39	67
09:48:41	67
09:48:44	67
09:48:46	67
09:48:49	67
09:48:51	67
09:48:56	67
09:48:57	67
09:48:58	67
09:49:00	67
09:49:04	67
09:49:06	67
09:49:13	67
09:49:19	67
09:49:21	67
09:49:22	67
09:49:25	67
09:49:26	67
09:49:29	67
09:49:30	67
09:49:35	67
09:49:36	67
09:49:37	67
09:49:38	67
09:49:43	67
09:49:44	67
09:49:45	67
