15:25:26	20
15:30:51	125
15:30:51	93
15:31:01	67
15:31:04	67
15:31:11	125
15:31:25	67
15:31:31	67
15:31:51	67
15:31:56	67
15:32:42	67
15:32:43	67
15:32:46	67
15:33:26	67
15:33:29	67
15:33:42	67
15:33:44	67
15:33:46	67
15:33:53	67
15:33:56	67
15:33:59	67
15:34:02	67
15:34:21	67
15:34:24	67
15:34:27	67
15:34:30	67
15:34:43	67
15:34:46	67
15:34:48	67
15:34:50	67
15:34:53	67
15:35:14	67
15:35:16	67
15:35:19	67
15:35:21	67
15:35:26	67
15:35:28	67
15:38:09	67
15:38:10	67
15:38:13	67
15:38:15	67
15:38:20	67
15:38:51	67
15:38:53	67
15:39:27	67
15:39:28	67
15:39:32	67
15:39:35	67
15:39:40	67
15:39:59	67
15:40:02	67
15:40:35	67
15:40:38	67
15:40:55	67
15:40:57	67
15:41:08	67
15:41:11	67
15:41:29	67
15:41:32	67
15:41:47	67
15:41:50	67
15:41:53	67
15:41:55	67
15:42:42	67
15:42:45	67
15:43:02	67
15:43:05	67
15:43:15	67
15:43:18	67
15:43:20	67
15:43:44	67
15:43:47	67
15:43:59	67
15:44:01	67
15:44:04	67
15:44:17	67
15:44:20	67
15:44:35	67
15:44:37	67
15:44:40	67
15:45:07	67
15:45:35	67
15:46:01	67
15:46:04	67
15:46:16	93
15:46:17	67
15:46:19	67
15:46:21	67
15:46:44	67
15:47:01	67
15:47:26	67
15:47:40	67
15:47:58	67
15:48:01	67
15:48:02	67
15:48:24	67
15:48:26	67
15:49:04	67
15:49:06	67
15:49:25	67
15:49:26	67
15:49:29	67
15:50:40	67
15:50:44	67
15:51:09	67
15:51:12	67
15:51:15	67
15:51:17	67
15:51:19	67
15:52:10	67
15:52:13	67
15:52:15	67
15:52:19	67
15:52:55	67
15:53:03	125
15:53:09	67
15:53:11	67
15:54:29	67
15:54:32	67
15:54:34	67
15:54:37	67
15:54:39	67
15:58:01	9
