10:17:25	20
10:17:30	105
10:17:30	116
10:17:50	105
10:17:50	105
10:17:50	105
10:17:50	116
10:17:50	105
10:17:51	105
10:17:55	105
10:17:55	105
10:18:37	105
10:18:37	105
10:18:37	105
10:18:38	105
10:18:42	105
10:18:42	105
10:19:44	105
10:19:44	116
10:20:05	105
10:20:10	105
10:21:00	105
10:21:00	105
10:21:05	105
10:21:16	105
10:21:16	105
10:24:03	105
10:24:03	105
10:24:03	105
10:24:03	105
10:24:03	116
10:24:04	105
10:24:05	105
10:24:09	105
10:24:09	105
10:26:05	105
10:26:05	105
10:26:05	105
10:26:05	105
10:26:05	116
10:26:06	105
10:26:10	105
10:26:10	105
