16:15:54	20
16:16:04	123
16:16:07	123
16:16:12	125
16:21:01	125
16:21:05	67
16:21:07	127
16:21:07	67
16:21:15	67
16:21:55	127
16:21:55	67
16:22:28	127
16:22:28	67
16:22:29	67
16:22:37	127
16:22:37	67
16:22:43	67
16:23:04	127
16:23:04	67
16:23:37	127
16:23:37	67
16:23:38	67
16:23:49	125
16:24:54	125
16:27:42	125
16:30:33	123
16:30:41	125
16:31:01	125
16:32:31	125
16:34:17	125
16:41:28	125
16:41:55	125
16:42:58	68
16:43:20	125
16:44:39	68
16:44:52	125
16:51:41	125
16:57:43	125
17:05:30	125
17:31:41	70
17:55:42	9
